Date,Expense Category,Amount
13/12/2021,Vehicle Lease,1460.49
10/07/2019,Office Supplies,1682.25
10/04/2020,Rent,1126.11
13/05/2022,Fuel,634.02
23/11/2022,Rent,605.18
27/12/2019,Office Supplies,864.23
22/05/2019,Rent,578.76
28/03/2020,Salaries & Benefits,1676.72
22/05/2020,Rent,91.76
29/09/2022,Vehicle Lease,727.42
04/06/2021,Meals & Entertainment,895.06
14/12/2020,Utilities,439.21
24/11/2022,Fuel,246.79
05/11/2022,Salaries & Benefits,891.07
29/06/2020,Office Supplies,345.61
09/12/2020,Salaries & Benefits,1665.43
13/12/2021,Office Supplies,583.39
08/08/2020,Salaries & Benefits,477.38
11/02/2021,Utilities,264.30
25/08/2021,Fuel,992.19
18/04/2020,Fuel,1225.13
04/09/2019,Rent,1200.96
05/02/2022,Utilities,1617.98
08/06/2020,Utilities,664.17
01/09/2021,Rent,983.80
17/08/2019,Rent,369.71
21/12/2019,Meals & Entertainment,623.05
10/11/2019,Meals & Entertainment,320.31
10/03/2022,Rent,1464.60
22/05/2022,Fuel,1547.82
19/05/2021,Rent,1223.24
14/11/2021,Meals & Entertainment,328.04
11/04/2021,Vehicle Lease,577.46
13/05/2019,Utilities,1458.83
22/06/2020,Utilities,1293.63
18/03/2022,Utilities,1572.77
11/01/2019,Utilities,1364.83
24/02/2021,Fuel,929.71
25/09/2020,Vehicle Lease,1764.76
14/11/2022,Fuel,1333.47
22/06/2021,Vehicle Lease,1615.53
08/03/2022,Vehicle Lease,1683.65
06/08/2022,Vehicle Lease,786.43
15/04/2021,Fuel,295.10
22/03/2019,Salaries & Benefits,1038.31
31/12/2021,Fuel,1767.89
21/02/2021,Utilities,1522.36
09/09/2020,Meals & Entertainment,710.90
12/04/2022,Utilities,1610.60
04/07/2019,Salaries & Benefits,1631.07
04/07/2022,Vehicle Lease,1776.55
03/05/2020,Rent,960.84
20/12/2019,Meals & Entertainment,999.48
16/03/2019,Salaries & Benefits,681.36
12/11/2020,Rent,902.16
28/09/2021,Meals & Entertainment,1413.09
08/11/2020,Rent,273.50
14/09/2020,Vehicle Lease,206.50
02/12/2021,Fuel,1587.68
21/04/2021,Office Supplies,1502.16
06/11/2019,Fuel,303.38
23/10/2019,Vehicle Lease,961.13
07/11/2019,Office Supplies,926.25
09/09/2021,Meals & Entertainment,735.42
25/07/2021,Salaries & Benefits,1553.84
06/07/2019,Salaries & Benefits,1723.56
12/11/2021,Fuel,415.75
04/02/2021,Rent,1389.74
04/01/2019,Vehicle Lease,1122.89
11/01/2019,Utilities,100.72
06/01/2022,Salaries & Benefits,1001.57
12/10/2019,Utilities,735.78
07/11/2021,Fuel,924.92
21/11/2022,Rent,1442.95
13/12/2020,Vehicle Lease,446.92
17/01/2019,Meals & Entertainment,1673.74
23/07/2021,Salaries & Benefits,1587.61
23/08/2020,Fuel,1112.20
06/02/2021,Salaries & Benefits,1760.64
24/02/2021,Rent,1458.39
10/02/2022,Utilities,123.67
21/02/2022,Meals & Entertainment,1295.69
31/10/2021,Utilities,1519.61
19/02/2019,Fuel,962.52
10/09/2022,Meals & Entertainment,1488.54
03/09/2020,Vehicle Lease,1275.97
20/06/2020,Salaries & Benefits,327.73
16/02/2022,Utilities,559.51
12/10/2020,Salaries & Benefits,1002.11
23/04/2020,Office Supplies,184.39
10/04/2022,Fuel,1093.19
08/08/2021,Vehicle Lease,184.07
12/08/2020,Utilities,629.37
19/01/2020,Rent,1484.65
07/08/2020,Utilities,1398.85
06/02/2022,Utilities,317.54
13/02/2019,Utilities,408.35
14/12/2021,Rent,1741.71
10/05/2020,Fuel,1272.38
02/02/2022,Fuel,146.97
21/04/2022,Meals & Entertainment,1550.63
12/11/2019,Vehicle Lease,349.92
17/09/2019,Salaries & Benefits,1688.64
26/02/2019,Meals & Entertainment,1585.38
29/10/2021,Fuel,1283.84
25/09/2019,Salaries & Benefits,903.20
30/06/2021,Salaries & Benefits,202.18
20/04/2021,Vehicle Lease,1275.49
28/06/2019,Fuel,1123.53
28/08/2020,Meals & Entertainment,1588.54
09/04/2020,Utilities,1810.76
29/01/2022,Utilities,1024.72
23/08/2020,Meals & Entertainment,104.33
25/07/2019,Salaries & Benefits,1349.90
24/02/2022,Fuel,1133.00
22/11/2019,Rent,636.59
23/12/2020,Vehicle Lease,403.02
13/04/2022,Salaries & Benefits,1229.90
27/05/2022,Utilities,320.19
06/03/2020,Rent,837.83
09/02/2021,Meals & Entertainment,674.93
20/05/2019,Meals & Entertainment,1069.61
12/06/2020,Salaries & Benefits,1745.89
19/06/2019,Office Supplies,1438.40
23/01/2020,Utilities,1747.97
05/03/2020,Utilities,748.18
17/04/2022,Vehicle Lease,500.46
30/10/2021,Vehicle Lease,1387.10
21/05/2022,Vehicle Lease,435.95
28/09/2021,Office Supplies,1358.09
10/06/2020,Vehicle Lease,1651.00
05/06/2019,Fuel,281.27
06/08/2022,Meals & Entertainment,130.99
03/11/2020,Utilities,1538.30
10/02/2020,Vehicle Lease,448.26
18/02/2021,Salaries & Benefits,916.96
22/12/2021,Office Supplies,987.83
03/03/2019,Fuel,463.33
15/04/2019,Salaries & Benefits,1162.66
01/12/2022,Utilities,1792.75
18/08/2019,Office Supplies,903.40
17/10/2020,Meals & Entertainment,865.21
28/10/2021,Utilities,1699.86
20/06/2021,Rent,1540.29
04/02/2021,Vehicle Lease,676.35
30/09/2021,Meals & Entertainment,1196.05
01/01/2022,Vehicle Lease,1592.40
09/09/2022,Office Supplies,380.05
21/02/2020,Meals & Entertainment,111.99
10/11/2019,Fuel,681.55
03/09/2022,Utilities,1483.32
08/10/2022,Salaries & Benefits,808.84
22/04/2022,Salaries & Benefits,1625.95
28/09/2022,Rent,350.16
09/09/2020,Utilities,629.45
02/05/2021,Fuel,1731.04
10/10/2020,Fuel,1185.24
09/09/2020,Utilities,214.00
09/02/2021,Salaries & Benefits,1420.11
20/12/2019,Meals & Entertainment,1387.42
20/06/2022,Utilities,1351.86
31/01/2020,Salaries & Benefits,117.98
14/06/2019,Vehicle Lease,508.48
07/07/2022,Rent,853.22
10/04/2021,Salaries & Benefits,410.28
31/05/2022,Salaries & Benefits,1548.47
22/11/2020,Rent,1067.42
29/07/2019,Vehicle Lease,1043.90
07/04/2020,Utilities,1499.63
05/08/2019,Rent,1772.01
16/01/2021,Utilities,277.96
17/09/2022,Meals & Entertainment,1322.26
07/01/2022,Vehicle Lease,332.76
03/11/2022,Rent,1131.06
09/09/2019,Vehicle Lease,160.31
28/12/2021,Vehicle Lease,899.43
05/08/2020,Utilities,713.87
16/05/2019,Fuel,1219.74
31/03/2020,Office Supplies,458.46
18/06/2020,Salaries & Benefits,1753.84
17/03/2019,Meals & Entertainment,573.69
10/11/2022,Vehicle Lease,1039.58
21/07/2021,Utilities,352.26
27/03/2019,Salaries & Benefits,293.34
23/03/2021,Office Supplies,840.24
13/01/2022,Vehicle Lease,1232.26
23/12/2019,Salaries & Benefits,900.77
21/07/2022,Vehicle Lease,941.60
29/04/2019,Meals & Entertainment,1726.22
12/10/2021,Meals & Entertainment,893.04
21/12/2021,Utilities,1439.32
19/05/2021,Salaries & Benefits,985.43
30/08/2020,Utilities,1339.57
19/10/2020,Office Supplies,703.11
30/04/2021,Utilities,1240.14
01/11/2019,Salaries & Benefits,959.60
28/06/2019,Office Supplies,1091.28
28/01/2019,Vehicle Lease,491.95
20/11/2020,Office Supplies,111.30
07/12/2020,Fuel,1152.38
31/03/2022,Meals & Entertainment,483.02
25/11/2019,Vehicle Lease,1758.70
12/08/2020,Office Supplies,1446.80
02/07/2022,Rent,1163.14
23/09/2020,Rent,729.10
15/10/2020,Utilities,739.34
26/12/2020,Fuel,775.45
26/01/2019,Fuel,921.14
16/01/2021,Office Supplies,1380.07
20/01/2020,Rent,1218.20
16/02/2022,Fuel,1448.62
02/11/2020,Meals & Entertainment,271.86
24/04/2019,Utilities,338.23
18/11/2019,Rent,1750.75
23/04/2021,Fuel,183.71
16/05/2020,Rent,1181.57
01/01/2021,Salaries & Benefits,894.30
20/06/2022,Meals & Entertainment,1096.88
15/02/2022,Salaries & Benefits,327.77
21/07/2019,Utilities,1745.24
11/06/2022,Meals & Entertainment,401.00
06/04/2019,Rent,463.16
26/03/2022,Vehicle Lease,762.10
01/10/2020,Meals & Entertainment,792.57
21/02/2020,Rent,943.56
26/11/2019,Salaries & Benefits,453.01
10/07/2019,Vehicle Lease,934.27
03/05/2021,Utilities,1061.85
20/10/2021,Meals & Entertainment,586.63
10/06/2019,Meals & Entertainment,428.89
09/03/2022,Meals & Entertainment,719.37
17/04/2021,Office Supplies,1197.17
25/11/2019,Utilities,1229.14
02/11/2022,Office Supplies,310.02
01/09/2022,Fuel,1155.09
25/09/2019,Rent,896.86
17/04/2020,Fuel,678.82
06/11/2020,Salaries & Benefits,362.68
07/08/2022,Fuel,184.63
15/05/2022,Rent,229.85
06/02/2021,Rent,1194.39
15/01/2022,Salaries & Benefits,1118.80
26/03/2019,Office Supplies,662.21
13/11/2019,Meals & Entertainment,954.79
08/07/2021,Meals & Entertainment,169.66
27/08/2022,Fuel,380.83
31/03/2019,Rent,1512.23
11/05/2022,Salaries & Benefits,679.63
21/06/2019,Office Supplies,820.50
21/08/2021,Utilities,1710.85
09/03/2021,Vehicle Lease,1325.97
13/02/2022,Salaries & Benefits,218.34
21/01/2021,Office Supplies,743.11
14/03/2021,Office Supplies,718.07
02/01/2020,Vehicle Lease,937.73
31/01/2019,Rent,1690.88
17/08/2020,Fuel,1011.42
02/04/2022,Rent,456.25
02/04/2020,Rent,1394.44
02/12/2020,Vehicle Lease,791.81
11/12/2022,Salaries & Benefits,613.54
12/01/2020,Vehicle Lease,832.74
31/08/2022,Vehicle Lease,318.15
16/11/2020,Salaries & Benefits,1418.41
25/05/2021,Vehicle Lease,1540.43
07/01/2021,Rent,1632.97
15/02/2021,Vehicle Lease,496.37
25/07/2022,Meals & Entertainment,576.47
20/10/2021,Meals & Entertainment,644.33
22/08/2021,Salaries & Benefits,888.25
27/01/2022,Salaries & Benefits,510.22
19/02/2021,Fuel,909.66
02/10/2021,Office Supplies,1072.17
18/09/2022,Fuel,1189.83
19/07/2019,Meals & Entertainment,369.22
23/12/2020,Fuel,332.83
20/02/2022,Vehicle Lease,1365.44
16/04/2021,Salaries & Benefits,292.87
16/04/2022,Vehicle Lease,136.53
08/09/2022,Utilities,387.23
06/01/2022,Rent,208.03
18/03/2022,Fuel,356.70
15/04/2021,Salaries & Benefits,1104.31
06/07/2022,Utilities,454.13
03/02/2020,Salaries & Benefits,1209.05
14/05/2021,Utilities,699.34
09/12/2020,Utilities,1753.85
18/12/2019,Meals & Entertainment,1465.70
07/09/2021,Salaries & Benefits,642.26
22/04/2022,Vehicle Lease,841.03
09/05/2022,Office Supplies,560.50
25/08/2020,Salaries & Benefits,307.70
27/09/2020,Fuel,1213.00
13/11/2020,Fuel,405.29
14/05/2020,Rent,1616.53
08/12/2020,Rent,1295.19
16/08/2020,Vehicle Lease,1187.04
18/02/2022,Fuel,1197.25
30/05/2020,Office Supplies,635.92
18/02/2020,Fuel,1613.48
17/09/2021,Rent,1470.90
17/08/2021,Rent,1083.97
13/10/2019,Meals & Entertainment,702.44
30/01/2022,Salaries & Benefits,1315.74
26/12/2020,Fuel,1420.99
17/02/2020,Office Supplies,563.33
05/02/2020,Office Supplies,1352.95
13/01/2022,Meals & Entertainment,176.55
20/06/2019,Utilities,1614.11
20/10/2021,Office Supplies,588.70
18/01/2020,Salaries & Benefits,361.37
24/09/2020,Utilities,1025.49
01/08/2021,Fuel,788.09
08/05/2021,Fuel,159.59
10/07/2019,Meals & Entertainment,1790.50
15/04/2021,Vehicle Lease,211.59
27/03/2022,Fuel,739.84
14/03/2019,Rent,763.48
30/12/2022,Vehicle Lease,778.23
25/11/2019,Fuel,1203.78
06/08/2021,Fuel,1012.34
09/05/2019,Fuel,1213.74
25/05/2020,Fuel,329.82
31/05/2021,Vehicle Lease,442.17
07/06/2020,Fuel,155.42
11/04/2019,Meals & Entertainment,1642.77
16/06/2019,Rent,563.89
05/03/2020,Utilities,442.64
23/06/2020,Vehicle Lease,1018.05
29/11/2022,Meals & Entertainment,1282.50
15/10/2019,Rent,1741.71
04/06/2020,Rent,986.91
10/01/2022,Meals & Entertainment,1563.01
09/09/2020,Vehicle Lease,915.28
29/03/2021,Utilities,733.73
07/12/2019,Office Supplies,1381.28
19/12/2021,Utilities,1023.71
16/04/2022,Salaries & Benefits,1660.58
26/01/2021,Utilities,1051.10
12/12/2022,Vehicle Lease,1158.26
20/09/2020,Salaries & Benefits,1543.78
20/09/2021,Salaries & Benefits,822.87
07/10/2022,Vehicle Lease,1549.99
25/04/2019,Office Supplies,770.51
24/12/2022,Utilities,671.59
17/05/2019,Office Supplies,1016.23
28/11/2021,Office Supplies,1412.23
17/03/2022,Salaries & Benefits,1190.94
09/06/2021,Meals & Entertainment,288.29
10/11/2021,Fuel,1577.72
16/06/2022,Office Supplies,1026.15
15/11/2021,Salaries & Benefits,1136.96
19/10/2021,Utilities,1366.76
13/07/2022,Salaries & Benefits,765.92
06/06/2019,Rent,689.89
24/12/2021,Fuel,979.58
03/11/2022,Rent,1175.57
06/07/2021,Meals & Entertainment,1134.83
22/02/2020,Utilities,886.18
26/11/2020,Salaries & Benefits,1734.11
24/11/2019,Fuel,784.11
19/03/2021,Meals & Entertainment,303.31
22/07/2021,Rent,629.11
28/01/2022,Meals & Entertainment,788.92
06/04/2021,Salaries & Benefits,1431.49
15/12/2022,Meals & Entertainment,1291.96
24/11/2019,Office Supplies,530.87
06/11/2021,Vehicle Lease,877.04
12/11/2019,Fuel,1519.76
20/02/2019,Rent,1097.68
07/02/2020,Fuel,1474.08
28/09/2021,Fuel,1694.80
11/05/2020,Office Supplies,1674.97
19/01/2022,Fuel,871.81
28/09/2020,Fuel,1163.74
18/07/2020,Salaries & Benefits,469.52
09/06/2021,Office Supplies,531.81
15/06/2019,Office Supplies,1789.73
29/07/2020,Meals & Entertainment,1283.65
15/10/2022,Salaries & Benefits,722.96
19/02/2022,Office Supplies,1229.42
23/10/2021,Salaries & Benefits,1283.12
05/06/2022,Utilities,161.33
06/06/2022,Utilities,509.45
29/10/2019,Vehicle Lease,1173.37
03/04/2019,Office Supplies,343.67
24/07/2021,Meals & Entertainment,1228.15
02/02/2020,Office Supplies,1505.93
04/04/2022,Utilities,1526.72
05/04/2022,Office Supplies,326.15
08/12/2021,Meals & Entertainment,903.84
15/05/2019,Utilities,516.16
15/08/2019,Fuel,1771.53
17/05/2021,Utilities,1366.51
15/07/2021,Utilities,231.06
20/02/2021,Office Supplies,766.29
01/08/2020,Office Supplies,1247.36
03/05/2021,Fuel,1512.98
04/05/2022,Rent,1506.23
13/02/2021,Salaries & Benefits,325.19
08/01/2019,Fuel,331.66
22/09/2022,Utilities,564.87
16/09/2019,Meals & Entertainment,1362.72
21/05/2020,Vehicle Lease,1675.83
22/03/2021,Salaries & Benefits,1089.98
07/02/2019,Meals & Entertainment,1621.02
31/07/2021,Fuel,424.75
25/08/2020,Utilities,1721.72
15/12/2021,Utilities,956.96
25/06/2020,Fuel,139.06
15/06/2020,Utilities,1065.91
11/09/2021,Rent,756.10
17/03/2022,Vehicle Lease,496.82
16/12/2021,Utilities,658.11
08/03/2020,Fuel,191.19
07/10/2019,Office Supplies,119.01
13/03/2021,Vehicle Lease,1220.73
24/07/2019,Meals & Entertainment,1301.23
01/02/2019,Rent,1274.83
08/02/2019,Utilities,278.76
24/12/2019,Rent,1354.40
30/07/2019,Meals & Entertainment,296.89
07/11/2019,Fuel,789.47
11/08/2022,Salaries & Benefits,1538.73
11/07/2020,Salaries & Benefits,1051.75
27/12/2020,Utilities,604.22
07/11/2022,Utilities,612.56
17/09/2020,Office Supplies,561.78
04/01/2019,Office Supplies,675.56
24/02/2020,Office Supplies,162.72
10/07/2022,Office Supplies,824.01
27/01/2020,Fuel,1087.68
06/11/2020,Office Supplies,1425.36
22/02/2019,Salaries & Benefits,1671.49
21/05/2019,Utilities,761.21
21/09/2021,Meals & Entertainment,382.52
27/10/2019,Rent,1419.60
20/07/2020,Utilities,1218.75
23/04/2020,Meals & Entertainment,663.61
11/06/2022,Utilities,1413.15
04/06/2019,Rent,402.65
28/10/2022,Salaries & Benefits,1438.74
22/12/2022,Rent,514.20
09/05/2021,Rent,633.02
08/06/2020,Fuel,621.68
01/09/2021,Vehicle Lease,988.80
03/09/2022,Office Supplies,384.51
06/12/2020,Salaries & Benefits,1400.74
12/04/2020,Salaries & Benefits,1658.36
18/06/2020,Vehicle Lease,1319.61
30/03/2022,Vehicle Lease,413.18
02/12/2021,Vehicle Lease,1699.88
24/10/2019,Meals & Entertainment,860.57
10/09/2019,Vehicle Lease,773.78
08/03/2022,Fuel,1421.74
06/09/2022,Vehicle Lease,544.17
25/02/2022,Vehicle Lease,301.44
04/11/2021,Fuel,388.99
25/08/2020,Utilities,650.48
14/10/2019,Vehicle Lease,1633.50
26/12/2019,Salaries & Benefits,832.31
20/07/2022,Vehicle Lease,882.03
03/06/2019,Meals & Entertainment,1120.96
16/02/2022,Rent,330.85
10/12/2021,Fuel,1503.86
12/07/2019,Salaries & Benefits,867.99
07/06/2019,Office Supplies,726.80
30/09/2021,Fuel,95.61
26/06/2019,Utilities,324.93
25/12/2019,Office Supplies,1181.57
10/10/2022,Vehicle Lease,1753.50
27/09/2022,Fuel,1390.54
20/06/2019,Fuel,1049.76
23/01/2022,Utilities,297.56
18/05/2022,Office Supplies,943.89
11/07/2020,Utilities,1019.48
14/10/2020,Salaries & Benefits,1085.42
08/01/2021,Rent,916.84
27/05/2021,Utilities,205.54
31/07/2020,Meals & Entertainment,498.54
22/03/2020,Fuel,395.77
19/11/2022,Salaries & Benefits,1713.43
19/03/2022,Vehicle Lease,798.81
20/03/2019,Office Supplies,581.72
15/01/2020,Rent,147.08
02/09/2021,Fuel,1713.47
17/12/2021,Salaries & Benefits,983.41
06/01/2021,Fuel,1553.95
12/09/2021,Salaries & Benefits,303.08
25/03/2020,Meals & Entertainment,1325.10
13/07/2022,Salaries & Benefits,1185.63
27/02/2021,Rent,1681.14
20/09/2020,Utilities,415.20
26/10/2019,Rent,918.34
29/04/2021,Salaries & Benefits,1342.13
22/01/2019,Office Supplies,1397.98
28/10/2019,Salaries & Benefits,232.98
18/06/2021,Office Supplies,1192.47
23/10/2021,Meals & Entertainment,1740.59
26/01/2021,Meals & Entertainment,697.12
21/09/2019,Meals & Entertainment,1649.05
03/01/2022,Meals & Entertainment,1786.54
12/02/2021,Office Supplies,1464.51
09/12/2021,Rent,1411.48
01/09/2019,Rent,280.74
21/05/2020,Rent,1522.70
27/07/2021,Utilities,1654.09
09/10/2019,Office Supplies,1082.30
29/01/2021,Fuel,929.43
11/09/2021,Office Supplies,1768.27
28/06/2020,Vehicle Lease,882.87
09/03/2022,Salaries & Benefits,275.93
15/10/2019,Rent,833.19
27/10/2019,Utilities,571.17
12/10/2020,Fuel,506.81
16/02/2022,Fuel,525.84
30/07/2021,Fuel,1296.52
27/03/2021,Utilities,416.85
26/08/2019,Rent,1773.24
16/03/2020,Rent,341.50
09/07/2020,Vehicle Lease,977.98
03/09/2021,Fuel,1187.89
02/04/2021,Meals & Entertainment,285.72
13/04/2021,Rent,1716.60
11/05/2020,Fuel,708.19
04/08/2021,Utilities,1368.23
08/10/2020,Vehicle Lease,768.65
14/08/2022,Fuel,1092.41
20/01/2020,Fuel,1637.06
09/01/2022,Vehicle Lease,1434.48
31/10/2019,Fuel,954.82
23/08/2019,Office Supplies,1112.21
19/08/2022,Meals & Entertainment,727.76
31/08/2022,Office Supplies,830.20
15/12/2021,Vehicle Lease,474.24
29/08/2021,Rent,279.89
28/04/2020,Office Supplies,588.16
25/12/2021,Salaries & Benefits,1519.86
23/08/2020,Rent,1232.29
08/01/2022,Rent,378.02
14/11/2019,Office Supplies,107.82
29/12/2021,Utilities,477.16
19/07/2022,Meals & Entertainment,1535.26
26/03/2022,Fuel,1766.29
05/10/2019,Fuel,1526.42
09/11/2021,Rent,721.41
16/11/2019,Fuel,1049.73
15/10/2022,Vehicle Lease,408.71
21/12/2019,Office Supplies,225.56
12/02/2020,Salaries & Benefits,1697.92
03/05/2022,Fuel,915.44
05/02/2019,Salaries & Benefits,792.00
21/07/2019,Salaries & Benefits,1021.01
19/02/2019,Fuel,756.09
11/09/2022,Vehicle Lease,595.48
23/05/2021,Office Supplies,1164.11
16/04/2021,Fuel,148.21
15/07/2021,Fuel,115.20
03/11/2020,Salaries & Benefits,1073.41
22/07/2020,Meals & Entertainment,111.82
14/10/2022,Fuel,1534.40
13/10/2019,Fuel,811.25
15/03/2019,Utilities,1764.16
28/12/2019,Vehicle Lease,1713.73
16/07/2020,Utilities,407.05
25/04/2019,Office Supplies,361.86
03/06/2020,Meals & Entertainment,449.47
21/10/2022,Salaries & Benefits,1308.96
05/01/2019,Rent,1565.76
12/07/2021,Salaries & Benefits,1295.83
05/05/2022,Vehicle Lease,223.89
25/08/2020,Salaries & Benefits,901.94
05/10/2022,Office Supplies,1472.23
11/03/2022,Utilities,1115.33
18/08/2022,Salaries & Benefits,517.64
19/10/2020,Rent,99.94
30/05/2022,Office Supplies,473.09
16/08/2019,Salaries & Benefits,866.87
14/05/2019,Rent,987.93
05/04/2022,Salaries & Benefits,1468.15
14/11/2022,Fuel,1625.02
14/08/2022,Utilities,455.60
19/06/2020,Meals & Entertainment,1447.91
26/07/2022,Utilities,1542.93
27/08/2021,Vehicle Lease,1153.20
27/01/2022,Meals & Entertainment,686.26
30/08/2019,Rent,1200.71
24/07/2022,Office Supplies,768.67
25/04/2022,Vehicle Lease,233.85
10/07/2021,Meals & Entertainment,1162.42
20/06/2022,Rent,1151.25
10/06/2022,Office Supplies,1579.01
24/09/2022,Salaries & Benefits,451.76
26/11/2022,Utilities,542.71
02/06/2021,Salaries & Benefits,574.53
19/09/2021,Meals & Entertainment,1170.51
18/03/2022,Fuel,1038.45
12/09/2019,Office Supplies,1722.63
23/08/2021,Meals & Entertainment,1451.15
13/12/2022,Meals & Entertainment,284.47
20/06/2022,Rent,1645.46
07/11/2020,Salaries & Benefits,145.42
25/03/2020,Office Supplies,1330.15
27/01/2019,Meals & Entertainment,1596.46
16/06/2020,Salaries & Benefits,91.43
09/05/2019,Utilities,492.11
23/12/2022,Fuel,360.36
09/10/2021,Rent,1726.28
28/10/2020,Salaries & Benefits,1275.89
14/06/2021,Meals & Entertainment,881.59
04/02/2020,Office Supplies,409.80
01/05/2022,Utilities,631.74
19/04/2022,Salaries & Benefits,640.41
25/08/2022,Vehicle Lease,447.11
18/10/2020,Salaries & Benefits,655.94
17/05/2019,Utilities,1543.15
03/12/2019,Utilities,897.83
25/04/2022,Office Supplies,257.86
13/01/2020,Utilities,1465.90
26/04/2021,Vehicle Lease,1721.05
22/05/2019,Fuel,269.01
11/05/2020,Utilities,783.13
24/05/2021,Salaries & Benefits,532.55
07/05/2021,Fuel,1333.70
11/07/2020,Vehicle Lease,125.21
15/06/2020,Utilities,322.84
19/01/2022,Vehicle Lease,1656.02
26/01/2020,Utilities,1652.63
26/08/2021,Vehicle Lease,687.31
02/12/2019,Meals & Entertainment,1081.64
13/11/2022,Salaries & Benefits,551.82
10/02/2020,Utilities,1746.45
14/11/2021,Office Supplies,466.47
01/06/2020,Meals & Entertainment,1750.33
12/05/2021,Office Supplies,746.64
13/07/2019,Vehicle Lease,1371.95
01/02/2022,Utilities,425.89
07/11/2019,Vehicle Lease,265.03
24/05/2019,Office Supplies,827.38
10/06/2022,Salaries & Benefits,1665.88
13/06/2019,Meals & Entertainment,1603.60
01/02/2020,Office Supplies,701.75
23/08/2022,Salaries & Benefits,167.11
09/08/2021,Salaries & Benefits,555.56
27/04/2021,Fuel,1692.35
19/12/2021,Meals & Entertainment,244.55
26/01/2022,Vehicle Lease,1020.79
20/01/2020,Meals & Entertainment,1759.57
01/01/2019,Fuel,437.94
25/04/2019,Meals & Entertainment,1010.29
30/06/2021,Utilities,1059.68
29/03/2019,Utilities,1702.59
08/01/2020,Rent,303.39
03/05/2022,Fuel,1076.99
16/11/2019,Salaries & Benefits,956.51
13/04/2019,Rent,1094.22
11/02/2022,Vehicle Lease,1319.53
15/06/2022,Rent,199.41
14/03/2022,Utilities,390.17
07/05/2019,Meals & Entertainment,317.22
15/09/2020,Meals & Entertainment,1062.04
07/01/2020,Utilities,653.45
21/12/2022,Fuel,1238.90
11/09/2020,Meals & Entertainment,334.15
03/04/2022,Fuel,245.66
30/10/2022,Vehicle Lease,178.78
03/05/2020,Meals & Entertainment,998.51
05/11/2022,Fuel,1426.58
09/01/2020,Salaries & Benefits,1724.11
28/10/2021,Utilities,160.97
02/03/2022,Rent,1582.77
18/12/2020,Fuel,1743.59
16/08/2022,Utilities,597.71
13/02/2019,Office Supplies,916.35
12/08/2019,Vehicle Lease,1106.40
29/03/2019,Fuel,468.41
14/01/2020,Vehicle Lease,1749.78
08/02/2020,Salaries & Benefits,1589.06
29/09/2020,Utilities,792.81
17/02/2020,Office Supplies,773.38
24/07/2019,Vehicle Lease,333.70
03/05/2022,Rent,462.84
03/07/2020,Meals & Entertainment,957.31
14/03/2021,Rent,353.81
05/09/2020,Rent,500.68
11/02/2020,Rent,215.68
29/04/2020,Vehicle Lease,1750.46
01/08/2021,Office Supplies,1469.63
07/03/2020,Utilities,1056.18
23/03/2019,Office Supplies,248.44
23/05/2019,Salaries & Benefits,1372.63
11/03/2020,Meals & Entertainment,609.24
25/06/2022,Rent,847.32
08/02/2022,Fuel,1321.25
27/09/2022,Meals & Entertainment,535.92
29/09/2019,Meals & Entertainment,411.82
19/07/2021,Utilities,1330.25
26/07/2022,Vehicle Lease,1159.48
18/04/2022,Meals & Entertainment,899.95
24/10/2022,Meals & Entertainment,1590.10
22/12/2022,Rent,1007.92
11/03/2020,Office Supplies,1416.39
23/11/2019,Office Supplies,370.43
20/09/2022,Utilities,809.06
26/06/2022,Utilities,1805.16
11/01/2019,Salaries & Benefits,1378.57
02/10/2020,Meals & Entertainment,1382.10
26/06/2022,Utilities,1286.63
28/07/2022,Meals & Entertainment,1342.74
22/10/2020,Vehicle Lease,1543.34
07/04/2019,Meals & Entertainment,340.81
17/07/2021,Vehicle Lease,1592.88
07/05/2022,Meals & Entertainment,1364.67
13/02/2019,Meals & Entertainment,1076.73
19/01/2022,Meals & Entertainment,1512.61
21/10/2021,Fuel,1248.54
09/05/2020,Fuel,1301.32
05/07/2022,Rent,273.87
16/11/2019,Utilities,1131.18
12/03/2019,Utilities,162.64
02/12/2022,Salaries & Benefits,1658.11
16/11/2022,Rent,1357.35
23/05/2022,Office Supplies,1687.55
17/04/2022,Meals & Entertainment,239.94
19/10/2022,Meals & Entertainment,1113.49
22/07/2019,Rent,947.55
04/08/2019,Rent,795.58
22/09/2020,Utilities,1134.51
24/04/2020,Office Supplies,987.78
23/06/2019,Rent,1055.04
25/11/2022,Utilities,435.31
24/01/2022,Fuel,1248.30
03/04/2020,Fuel,1587.59
09/03/2022,Rent,1372.99
07/06/2022,Rent,630.12
16/12/2022,Salaries & Benefits,805.34
24/11/2020,Office Supplies,206.15
06/05/2020,Rent,1516.87
06/06/2020,Rent,1048.22
28/06/2022,Rent,326.31
19/06/2019,Vehicle Lease,1462.29
11/06/2019,Office Supplies,753.27
30/03/2021,Office Supplies,591.64
10/11/2022,Fuel,1314.62
06/09/2020,Salaries & Benefits,1582.31
29/04/2019,Rent,894.24
13/12/2021,Vehicle Lease,1213.87
16/01/2022,Rent,1307.65
19/02/2021,Salaries & Benefits,1302.89
10/09/2020,Meals & Entertainment,536.55
25/01/2022,Utilities,985.92
19/09/2020,Utilities,864.91
08/07/2021,Office Supplies,1766.14
