Date,Expense Category,Amount
12/18/2020,Rent,811.79
08/31/2022,Meals & Entertainment,693.92
10/30/2020,Rent,1265.83
12/13/2019,Meals & Entertainment,1010.74
07/26/2020,Rent,1608.79
05/28/2020,Rent,395.26
01/22/2020,Rent,1160.25
11/03/2020,Fuel,691.08
04/12/2019,Utilities,1677.44
03/25/2021,Vehicle Lease,265.03
06/06/2022,Meals & Entertainment,534.18
01/17/2019,Meals & Entertainment,1849.55
10/08/2021,Rent,1384.14
11/01/2020,Fuel,1921.65
01/02/2021,Rent,800.91
11/29/2020,Vehicle Lease,850.91
12/02/2021,Salaries & Benefits,529.43
03/01/2019,Utilities,748.20
11/19/2021,Meals & Entertainment,657.02
04/14/2022,Vehicle Lease,1574.74
03/06/2020,Rent,375.27
05/13/2020,Fuel,385.80
03/31/2021,Salaries & Benefits,111.41
11/19/2021,Salaries & Benefits,1043.00
03/29/2019,Fuel,231.54
10/02/2021,Rent,124.37
06/04/2019,Meals & Entertainment,712.39
06/17/2019,Fuel,209.26
08/07/2019,Meals & Entertainment,1783.82
11/15/2019,Salaries & Benefits,220.65
08/05/2021,Rent,887.83
01/20/2021,Office Supplies,1963.46
06/27/2021,Meals & Entertainment,443.50
04/28/2021,Office Supplies,768.38
09/22/2021,Salaries & Benefits,1693.55
06/30/2021,Rent,1512.29
03/01/2020,Fuel,458.58
07/20/2020,Fuel,611.15
08/21/2019,Vehicle Lease,1816.94
03/12/2019,Rent,1062.89
12/13/2021,Rent,1360.32
07/03/2019,Meals & Entertainment,1971.88
01/18/2021,Meals & Entertainment,964.28
04/27/2019,Office Supplies,1001.08
02/15/2021,Utilities,1360.31
10/03/2022,Fuel,126.24
08/25/2021,Utilities,621.60
03/03/2021,Salaries & Benefits,382.22
06/19/2021,Rent,1668.40
12/01/2021,Office Supplies,1564.50
04/12/2019,Vehicle Lease,1335.70
05/05/2019,Fuel,1793.93
04/27/2020,Fuel,1295.74
11/30/2021,Office Supplies,1250.59
10/19/2022,Vehicle Lease,178.87
05/27/2020,Rent,1258.55
02/17/2022,Meals & Entertainment,1947.29
04/19/2020,Salaries & Benefits,1350.21
01/21/2021,Office Supplies,1431.03
04/19/2020,Fuel,260.98
10/18/2020,Rent,1525.17
11/08/2019,Meals & Entertainment,691.08
08/12/2022,Office Supplies,1547.25
05/18/2022,Meals & Entertainment,704.09
10/17/2022,Office Supplies,1506.37
06/07/2022,Salaries & Benefits,356.11
02/07/2021,Utilities,1116.23
04/10/2022,Rent,1707.34
04/03/2022,Vehicle Lease,1800.57
11/13/2019,Office Supplies,374.09
12/10/2020,Fuel,473.47
02/01/2021,Fuel,553.67
04/05/2019,Utilities,155.68
08/09/2020,Fuel,965.17
04/07/2022,Office Supplies,1441.60
07/23/2020,Utilities,620.63
01/05/2022,Salaries & Benefits,1339.04
07/05/2022,Meals & Entertainment,1036.58
03/29/2020,Meals & Entertainment,1058.31
12/10/2022,Office Supplies,1799.35
08/19/2020,Salaries & Benefits,438.22
07/16/2020,Salaries & Benefits,960.46
09/11/2021,Meals & Entertainment,1264.70
04/07/2021,Fuel,168.79
11/19/2022,Fuel,1078.20
05/05/2022,Fuel,459.59
08/30/2020,Rent,823.90
02/24/2019,Salaries & Benefits,565.70
04/19/2020,Salaries & Benefits,1666.32
01/07/2022,Office Supplies,1699.68
04/18/2022,Fuel,953.51
09/28/2019,Vehicle Lease,437.43
01/16/2022,Salaries & Benefits,1610.42
05/25/2022,Salaries & Benefits,1119.35
12/29/2019,Fuel,583.30
03/14/2021,Office Supplies,1270.94
03/21/2020,Meals & Entertainment,791.46
03/27/2019,Utilities,813.58
08/22/2020,Utilities,1697.17
01/07/2021,Vehicle Lease,1837.50
07/29/2022,Utilities,895.08
02/04/2021,Salaries & Benefits,112.47
02/07/2022,Fuel,130.80
01/25/2019,Office Supplies,1446.60
07/31/2021,Vehicle Lease,647.81
04/21/2022,Utilities,383.15
07/13/2022,Utilities,1397.82
12/16/2019,Fuel,678.13
01/31/2022,Fuel,1949.43
08/16/2019,Utilities,762.00
01/28/2021,Utilities,1471.22
06/12/2021,Fuel,322.39
09/17/2019,Vehicle Lease,1330.30
04/09/2021,Vehicle Lease,1417.13
05/18/2021,Salaries & Benefits,772.81
06/27/2019,Salaries & Benefits,604.48
10/08/2019,Salaries & Benefits,1436.55
01/22/2019,Vehicle Lease,444.23
01/26/2021,Meals & Entertainment,1670.82
12/11/2020,Fuel,996.16
03/15/2022,Utilities,686.52
08/13/2021,Salaries & Benefits,1402.85
02/07/2020,Salaries & Benefits,1809.88
02/24/2019,Rent,1833.57
08/02/2021,Office Supplies,1060.42
02/25/2021,Office Supplies,209.63
04/28/2022,Fuel,1525.58
06/26/2019,Office Supplies,1978.00
03/13/2020,Fuel,940.37
11/17/2020,Vehicle Lease,110.49
06/24/2020,Meals & Entertainment,449.04
08/27/2021,Meals & Entertainment,1424.38
09/07/2020,Vehicle Lease,203.12
07/06/2021,Rent,1631.77
05/21/2022,Fuel,1549.99
07/09/2022,Meals & Entertainment,351.57
09/10/2021,Meals & Entertainment,768.87
05/08/2020,Fuel,1419.81
12/11/2021,Rent,1612.20
07/17/2019,Vehicle Lease,1371.53
10/09/2019,Fuel,385.09
10/16/2021,Meals & Entertainment,1629.63
10/14/2022,Utilities,1278.03
09/06/2020,Rent,542.07
02/29/2020,Rent,304.19
05/09/2022,Office Supplies,247.57
05/02/2021,Fuel,1583.65
08/24/2019,Rent,1252.84
01/22/2022,Rent,1384.59
06/12/2020,Vehicle Lease,468.95
09/13/2020,Fuel,1606.08
06/23/2022,Vehicle Lease,1591.16
02/13/2022,Vehicle Lease,946.54
05/15/2019,Utilities,1511.58
01/30/2021,Fuel,545.36
03/09/2019,Vehicle Lease,525.74
04/01/2019,Fuel,1621.33
03/25/2020,Vehicle Lease,1132.56
05/23/2021,Rent,592.42
11/24/2021,Rent,608.35
01/19/2022,Meals & Entertainment,814.42
08/18/2022,Salaries & Benefits,625.46
09/25/2022,Rent,1789.42
07/21/2019,Fuel,474.33
01/08/2021,Vehicle Lease,923.89
11/07/2021,Fuel,967.45
05/27/2022,Rent,554.93
07/26/2020,Utilities,546.35
10/19/2020,Vehicle Lease,1456.87
10/05/2019,Meals & Entertainment,1669.28
03/13/2021,Meals & Entertainment,1212.82
01/12/2021,Meals & Entertainment,1201.33
08/29/2020,Office Supplies,1188.45
03/19/2020,Rent,1185.38
12/24/2020,Meals & Entertainment,634.07
01/13/2021,Meals & Entertainment,317.44
07/01/2019,Utilities,786.55
05/31/2020,Salaries & Benefits,213.30
04/12/2020,Vehicle Lease,1897.64
06/06/2019,Utilities,146.17
01/15/2021,Fuel,1844.03
06/01/2021,Utilities,446.00
05/21/2019,Office Supplies,1110.53
09/12/2019,Meals & Entertainment,193.39
06/22/2022,Meals & Entertainment,1663.73
12/02/2019,Utilities,668.28
04/12/2022,Office Supplies,1377.96
02/19/2021,Salaries & Benefits,1751.56
09/28/2021,Meals & Entertainment,1742.96
09/23/2022,Office Supplies,1783.71
08/01/2019,Salaries & Benefits,211.10
01/17/2020,Fuel,1456.00
08/12/2020,Meals & Entertainment,209.06
05/08/2021,Rent,1750.88
04/14/2022,Office Supplies,527.99
02/12/2019,Fuel,716.05
04/27/2020,Salaries & Benefits,525.93
01/28/2022,Vehicle Lease,325.03
08/30/2019,Fuel,663.44
06/05/2020,Fuel,1050.09
05/24/2020,Meals & Entertainment,914.65
10/24/2021,Rent,378.71
10/12/2021,Office Supplies,332.38
05/08/2019,Rent,1050.54
11/15/2022,Rent,1527.96
05/22/2021,Utilities,1656.17
07/16/2019,Meals & Entertainment,389.14
06/21/2020,Office Supplies,1173.11
11/14/2022,Vehicle Lease,1855.17
07/28/2022,Utilities,1279.80
06/12/2021,Utilities,346.93
08/07/2021,Vehicle Lease,1888.15
07/16/2020,Fuel,620.98
11/27/2020,Rent,1486.71
07/16/2019,Vehicle Lease,354.25
07/09/2019,Rent,1332.64
10/07/2019,Meals & Entertainment,1381.41
02/13/2022,Office Supplies,563.55
11/11/2020,Meals & Entertainment,725.22
07/15/2020,Office Supplies,1714.40
02/08/2022,Office Supplies,623.47
11/20/2020,Utilities,1095.60
06/28/2019,Utilities,1529.08
01/11/2022,Vehicle Lease,160.74
07/27/2020,Meals & Entertainment,1990.80
11/14/2022,Meals & Entertainment,1071.56
01/13/2022,Utilities,333.48
02/25/2020,Vehicle Lease,1122.44
05/23/2021,Rent,620.24
10/27/2020,Vehicle Lease,1176.50
12/17/2019,Fuel,1543.94
10/06/2022,Utilities,1195.85
04/22/2021,Vehicle Lease,246.11
01/07/2021,Rent,933.91
07/03/2019,Meals & Entertainment,1849.57
12/22/2022,Salaries & Benefits,1482.51
07/26/2019,Salaries & Benefits,982.98
11/26/2022,Rent,1981.80
08/26/2020,Rent,1574.13
01/11/2020,Vehicle Lease,119.27
01/04/2021,Meals & Entertainment,1772.25
06/15/2020,Fuel,1979.30
08/14/2022,Utilities,212.82
06/05/2021,Vehicle Lease,1972.63
11/16/2021,Meals & Entertainment,967.65
09/12/2019,Utilities,1603.84
06/21/2019,Salaries & Benefits,1678.55
12/18/2022,Rent,1111.05
04/12/2021,Salaries & Benefits,1528.04
11/12/2020,Rent,862.15
12/13/2019,Utilities,1110.96
01/07/2022,Office Supplies,582.65
10/18/2021,Meals & Entertainment,989.90
12/07/2020,Vehicle Lease,215.71
05/05/2020,Fuel,1132.60
03/15/2019,Meals & Entertainment,728.68
02/01/2020,Utilities,1026.37
11/25/2019,Meals & Entertainment,383.22
04/17/2022,Salaries & Benefits,1244.52
11/17/2022,Vehicle Lease,616.88
11/25/2020,Meals & Entertainment,1846.38
10/14/2020,Vehicle Lease,567.01
05/26/2019,Meals & Entertainment,1291.80
05/23/2021,Utilities,526.22
05/11/2020,Vehicle Lease,1516.10
06/26/2020,Meals & Entertainment,1662.27
05/11/2021,Utilities,1526.10
03/25/2022,Vehicle Lease,253.61
03/09/2020,Rent,1669.41
09/23/2022,Utilities,1795.29
10/26/2021,Salaries & Benefits,237.95
10/23/2021,Vehicle Lease,902.13
02/15/2019,Office Supplies,789.58
05/12/2019,Rent,1127.74
06/07/2022,Vehicle Lease,1054.62
01/01/2019,Office Supplies,1216.12
01/18/2022,Fuel,411.30
01/23/2020,Meals & Entertainment,628.04
02/21/2020,Fuel,1289.72
10/04/2019,Office Supplies,983.98
08/17/2021,Salaries & Benefits,444.80
07/21/2020,Office Supplies,774.70
02/28/2020,Fuel,1440.99
10/18/2021,Vehicle Lease,1620.56
11/20/2022,Fuel,324.25
07/10/2020,Meals & Entertainment,1871.20
12/02/2020,Rent,1554.43
08/13/2021,Office Supplies,1550.33
12/11/2020,Fuel,961.85
04/08/2021,Office Supplies,1258.36
03/29/2020,Meals & Entertainment,288.38
02/17/2019,Utilities,1415.16
02/19/2020,Salaries & Benefits,810.79
04/01/2020,Utilities,1157.25
12/05/2021,Office Supplies,1785.03
02/28/2020,Office Supplies,1912.19
08/26/2019,Salaries & Benefits,130.79
07/12/2019,Vehicle Lease,1917.82
01/12/2022,Vehicle Lease,1544.86
12/11/2020,Rent,1574.79
03/07/2021,Meals & Entertainment,939.05
04/23/2021,Utilities,1888.22
02/25/2020,Office Supplies,691.00
04/18/2021,Rent,1496.07
08/20/2019,Salaries & Benefits,876.20
10/31/2019,Office Supplies,284.10
10/24/2021,Utilities,1156.75
02/09/2022,Rent,842.88
05/08/2019,Fuel,1477.73
04/20/2022,Rent,256.70
02/27/2021,Rent,1288.47
09/28/2021,Meals & Entertainment,1400.90
02/06/2019,Vehicle Lease,1860.57
11/03/2019,Meals & Entertainment,685.02
01/02/2021,Rent,1208.70
10/21/2021,Rent,284.27
03/17/2019,Vehicle Lease,1846.62
08/20/2022,Meals & Entertainment,713.01
12/10/2020,Fuel,1905.33
09/15/2020,Rent,1625.15
04/09/2019,Salaries & Benefits,126.33
01/14/2021,Office Supplies,1799.03
03/20/2019,Rent,1431.10
07/09/2022,Salaries & Benefits,1737.81
12/22/2019,Vehicle Lease,1385.28
02/21/2019,Fuel,280.32
02/10/2022,Office Supplies,1706.47
08/15/2022,Fuel,1797.41
09/26/2019,Meals & Entertainment,1868.84
02/04/2021,Vehicle Lease,1239.73
01/12/2019,Office Supplies,856.74
10/11/2020,Vehicle Lease,1980.15
03/05/2021,Vehicle Lease,1491.82
08/30/2020,Meals & Entertainment,886.94
11/08/2019,Fuel,955.86
06/16/2021,Fuel,1948.11
02/18/2019,Vehicle Lease,447.83
06/07/2020,Utilities,929.47
11/05/2021,Meals & Entertainment,743.43
04/29/2021,Fuel,1488.21
07/30/2019,Rent,811.82
06/28/2020,Vehicle Lease,162.98
04/26/2019,Salaries & Benefits,900.46
01/04/2020,Utilities,453.70
08/12/2021,Office Supplies,776.75
11/06/2019,Rent,1490.46
03/20/2019,Meals & Entertainment,1527.27
08/23/2019,Meals & Entertainment,1324.05
09/24/2021,Vehicle Lease,1694.84
05/27/2022,Office Supplies,1308.19
01/27/2020,Fuel,1002.65
04/01/2019,Utilities,952.22
09/27/2021,Salaries & Benefits,467.94
03/17/2022,Fuel,1784.41
10/05/2021,Meals & Entertainment,1966.43
06/18/2019,Rent,548.64
11/27/2022,Office Supplies,1846.55
07/16/2022,Meals & Entertainment,574.53
08/01/2022,Vehicle Lease,1259.56
12/09/2022,Vehicle Lease,617.16
12/14/2020,Utilities,1367.87
06/24/2020,Utilities,645.60
04/17/2020,Rent,1527.43
01/15/2021,Fuel,900.86
09/29/2020,Fuel,1398.05
08/27/2021,Meals & Entertainment,367.32
05/31/2020,Utilities,1949.07
08/17/2020,Fuel,1096.95
02/03/2020,Utilities,257.16
05/09/2020,Rent,841.13
09/16/2021,Fuel,650.60
05/27/2021,Utilities,1728.58
05/15/2020,Office Supplies,979.12
11/30/2022,Fuel,1337.53
01/01/2019,Meals & Entertainment,1665.34
03/04/2019,Salaries & Benefits,578.41
11/02/2019,Salaries & Benefits,914.54
08/22/2019,Fuel,1992.86
04/30/2022,Meals & Entertainment,1703.77
11/13/2020,Rent,1599.95
03/20/2021,Vehicle Lease,1540.03
09/09/2020,Salaries & Benefits,1905.55
02/16/2022,Vehicle Lease,864.93
08/09/2021,Rent,654.41
12/18/2019,Utilities,307.94
10/19/2020,Utilities,1815.91
02/06/2020,Office Supplies,332.28
01/23/2020,Fuel,705.83
08/27/2022,Rent,1865.60
12/18/2022,Salaries & Benefits,1457.93
09/12/2019,Fuel,1712.51
09/08/2019,Office Supplies,976.00
01/21/2020,Meals & Entertainment,1443.34
09/26/2020,Salaries & Benefits,449.56
10/04/2022,Salaries & Benefits,1480.87
02/11/2019,Utilities,1116.64
01/20/2019,Office Supplies,201.66
10/30/2019,Office Supplies,1206.31
06/29/2021,Vehicle Lease,1574.57
09/19/2021,Salaries & Benefits,480.74
03/01/2021,Salaries & Benefits,1468.39
03/01/2022,Vehicle Lease,999.28
04/27/2022,Vehicle Lease,929.09
08/10/2019,Salaries & Benefits,971.74
05/17/2020,Utilities,723.10
01/09/2020,Salaries & Benefits,1461.38
10/27/2021,Salaries & Benefits,749.65
05/21/2021,Utilities,445.24
09/18/2020,Office Supplies,962.89
12/19/2019,Meals & Entertainment,1640.24
06/26/2020,Fuel,926.13
01/27/2019,Meals & Entertainment,1790.50
07/14/2021,Office Supplies,1161.68
05/04/2021,Meals & Entertainment,1751.15
07/03/2019,Salaries & Benefits,1351.82
03/29/2019,Utilities,1512.24
01/22/2022,Salaries & Benefits,872.70
11/22/2021,Salaries & Benefits,906.23
07/27/2019,Salaries & Benefits,714.54
03/10/2022,Rent,165.14
02/12/2021,Office Supplies,1289.66
08/07/2022,Office Supplies,1132.21
04/11/2021,Fuel,1059.19
02/16/2021,Fuel,119.76
02/20/2020,Meals & Entertainment,1795.22
04/28/2019,Rent,360.27
01/10/2021,Meals & Entertainment,674.57
12/28/2021,Vehicle Lease,839.17
06/07/2019,Office Supplies,1038.31
02/08/2020,Rent,618.87
09/23/2020,Fuel,648.01
02/07/2019,Meals & Entertainment,1008.36
12/18/2021,Meals & Entertainment,1255.94
05/22/2022,Meals & Entertainment,905.40
09/15/2022,Office Supplies,1568.57
03/25/2019,Vehicle Lease,1898.03
01/17/2022,Salaries & Benefits,1198.70
05/23/2021,Office Supplies,683.68
09/25/2021,Utilities,615.69
08/28/2021,Fuel,1178.44
01/30/2019,Salaries & Benefits,1906.87
06/26/2019,Office Supplies,848.26
05/10/2019,Salaries & Benefits,1066.59
10/28/2019,Meals & Entertainment,708.11
01/14/2022,Utilities,1216.01
07/25/2021,Utilities,599.93
02/23/2019,Meals & Entertainment,861.79
09/12/2020,Rent,1600.76
06/04/2021,Rent,617.71
10/24/2022,Vehicle Lease,643.30
02/21/2020,Vehicle Lease,1375.19
04/20/2019,Vehicle Lease,1942.65
12/12/2019,Office Supplies,1663.46
11/29/2020,Salaries & Benefits,823.38
11/23/2021,Utilities,464.39
09/17/2021,Rent,1048.12
03/07/2019,Meals & Entertainment,1381.72
09/10/2020,Office Supplies,1936.09
12/21/2022,Rent,686.56
03/05/2022,Rent,564.75
11/21/2021,Rent,209.13
03/07/2019,Meals & Entertainment,154.86
08/24/2022,Salaries & Benefits,1588.08
03/09/2020,Fuel,270.31
06/26/2019,Meals & Entertainment,1824.16
09/11/2021,Rent,1852.78
05/13/2019,Salaries & Benefits,1181.83
08/09/2019,Office Supplies,1887.85
02/09/2022,Salaries & Benefits,334.10
06/07/2020,Utilities,1947.58
06/13/2020,Vehicle Lease,1388.43
12/11/2021,Meals & Entertainment,1563.21
03/18/2020,Office Supplies,655.46
10/19/2020,Rent,1813.99
11/14/2022,Fuel,423.30
09/01/2022,Rent,566.63
11/13/2022,Salaries & Benefits,102.29
12/12/2022,Utilities,1620.28
02/18/2019,Office Supplies,1611.12
04/08/2019,Salaries & Benefits,1775.29
02/25/2019,Office Supplies,930.75
04/04/2019,Fuel,268.24
12/27/2019,Vehicle Lease,1247.23
09/14/2019,Rent,369.99
11/28/2022,Meals & Entertainment,1838.20
10/04/2022,Meals & Entertainment,268.22
08/29/2021,Meals & Entertainment,707.01
09/14/2021,Fuel,736.38
12/07/2020,Office Supplies,319.90
04/18/2022,Fuel,920.07
03/12/2019,Fuel,953.28
09/26/2021,Salaries & Benefits,1679.25
12/16/2022,Utilities,207.12
10/22/2022,Salaries & Benefits,1251.99
04/16/2020,Vehicle Lease,1466.31
02/15/2022,Fuel,234.85
08/21/2019,Meals & Entertainment,1850.73
09/11/2019,Office Supplies,960.87
10/22/2021,Fuel,1027.73
01/27/2022,Office Supplies,1004.96
02/25/2021,Utilities,1991.14
05/26/2021,Rent,1782.32
10/29/2020,Utilities,651.35
10/12/2022,Meals & Entertainment,1455.11
09/06/2019,Utilities,987.34
10/31/2019,Rent,1675.14
12/17/2021,Vehicle Lease,516.99
06/17/2022,Fuel,1127.84
10/23/2019,Meals & Entertainment,191.79
02/03/2020,Salaries & Benefits,1418.41
02/21/2019,Fuel,1681.72
11/23/2021,Fuel,403.76
08/19/2019,Salaries & Benefits,1762.29
07/04/2022,Office Supplies,557.34
11/05/2021,Rent,324.48
12/03/2022,Office Supplies,1705.63
02/19/2022,Office Supplies,1931.67
04/29/2021,Salaries & Benefits,470.12
05/28/2021,Office Supplies,529.54
01/14/2019,Rent,355.28
05/02/2019,Salaries & Benefits,697.08
12/20/2020,Utilities,1026.83
11/18/2022,Meals & Entertainment,1472.86
05/02/2020,Salaries & Benefits,1503.44
09/25/2019,Fuel,819.19
11/17/2020,Meals & Entertainment,1721.52
07/20/2022,Rent,834.17
03/05/2021,Office Supplies,1563.13
07/09/2021,Rent,1993.42
05/31/2019,Salaries & Benefits,687.31
05/28/2019,Office Supplies,328.49
08/09/2021,Vehicle Lease,289.19
07/16/2019,Vehicle Lease,548.58
01/12/2019,Utilities,1646.61
09/03/2019,Salaries & Benefits,299.89
12/04/2020,Rent,530.16
01/27/2021,Meals & Entertainment,1944.73
04/22/2021,Salaries & Benefits,1068.51
06/18/2022,Vehicle Lease,561.89
12/02/2022,Salaries & Benefits,1809.99
10/22/2021,Vehicle Lease,556.13
10/28/2022,Fuel,488.04
05/10/2020,Vehicle Lease,1284.60
08/06/2022,Utilities,1251.81
02/22/2021,Salaries & Benefits,621.25
04/19/2021,Meals & Entertainment,1367.68
03/09/2022,Fuel,955.78
05/25/2022,Rent,1065.00
09/25/2020,Rent,757.41
02/10/2022,Utilities,1063.06
10/15/2021,Meals & Entertainment,1669.19
06/25/2022,Office Supplies,1110.11
07/05/2021,Vehicle Lease,1893.08
10/13/2022,Rent,1237.63
10/20/2022,Office Supplies,1965.61
08/03/2022,Fuel,1025.32
07/25/2022,Salaries & Benefits,1890.68
02/17/2019,Meals & Entertainment,1606.85
12/01/2020,Vehicle Lease,1995.73
06/15/2022,Salaries & Benefits,1978.56
02/16/2019,Vehicle Lease,1283.35
10/25/2019,Rent,1847.93
08/04/2022,Fuel,889.66
09/17/2019,Vehicle Lease,1093.63
03/17/2019,Salaries & Benefits,1332.01
02/11/2020,Meals & Entertainment,1916.72
06/30/2021,Meals & Entertainment,1345.38
02/04/2022,Office Supplies,1169.89
11/07/2022,Fuel,1651.60
01/29/2020,Utilities,985.52
01/14/2019,Utilities,545.68
01/31/2020,Utilities,910.43
06/24/2020,Vehicle Lease,442.29
04/13/2021,Meals & Entertainment,1068.76
11/05/2020,Rent,494.37
07/08/2019,Rent,1671.68
09/16/2020,Salaries & Benefits,1370.96
03/12/2022,Office Supplies,1054.21
01/13/2019,Fuel,1095.34
02/18/2022,Utilities,591.84
12/13/2019,Vehicle Lease,1897.84
01/26/2019,Office Supplies,148.66
12/23/2022,Salaries & Benefits,1547.82
03/31/2022,Salaries & Benefits,1944.69
05/30/2019,Fuel,718.41
08/11/2020,Fuel,825.52
06/14/2022,Office Supplies,1196.72
06/08/2022,Fuel,1768.51
05/19/2019,Fuel,1074.63
09/20/2019,Rent,1584.08
01/24/2022,Vehicle Lease,255.82
09/04/2021,Rent,944.65
10/25/2019,Fuel,1654.03
09/15/2020,Rent,1538.96
11/02/2019,Utilities,1810.12
04/04/2021,Office Supplies,672.67
03/24/2019,Meals & Entertainment,329.70
11/28/2022,Utilities,390.24
02/04/2021,Office Supplies,307.22
08/17/2022,Salaries & Benefits,1836.84
06/10/2022,Rent,1469.00
12/23/2022,Salaries & Benefits,191.83
04/10/2020,Meals & Entertainment,1243.01
12/04/2021,Utilities,621.83
08/20/2021,Rent,1061.07
06/19/2021,Salaries & Benefits,1600.70
06/05/2022,Office Supplies,1877.84
05/28/2019,Vehicle Lease,1559.70
01/08/2019,Rent,505.62
04/29/2019,Vehicle Lease,1879.29
01/25/2021,Utilities,1585.38
10/23/2022,Rent,659.82
03/16/2021,Salaries & Benefits,160.93
12/19/2022,Utilities,526.48
07/05/2020,Vehicle Lease,238.50
07/02/2020,Vehicle Lease,646.10
08/09/2020,Office Supplies,1604.63
07/07/2022,Vehicle Lease,1353.80
01/08/2020,Rent,1282.15
03/28/2022,Vehicle Lease,413.99
04/22/2022,Meals & Entertainment,813.62
11/08/2021,Salaries & Benefits,548.50
08/16/2019,Rent,892.53
03/25/2020,Vehicle Lease,1782.96
02/01/2021,Vehicle Lease,1111.09
02/25/2020,Rent,1880.05
08/14/2022,Salaries & Benefits,1472.76
07/24/2019,Meals & Entertainment,397.38
08/18/2019,Rent,136.27
01/24/2021,Vehicle Lease,471.66
11/17/2022,Office Supplies,1323.52
12/22/2022,Utilities,913.76
10/20/2022,Meals & Entertainment,661.96
03/08/2020,Utilities,1112.73
05/03/2019,Utilities,1771.09
08/26/2022,Fuel,855.77
03/10/2019,Rent,399.23
09/22/2020,Utilities,712.80
11/04/2021,Rent,1789.12
02/07/2022,Rent,815.77
06/11/2022,Meals & Entertainment,1283.24
12/26/2020,Utilities,1336.97
11/10/2019,Meals & Entertainment,1086.23
05/22/2021,Fuel,1545.09
06/15/2021,Vehicle Lease,1482.87
03/09/2022,Salaries & Benefits,1946.36
11/12/2019,Rent,777.94
04/22/2021,Salaries & Benefits,1194.98
10/16/2019,Vehicle Lease,1912.36
10/16/2019,Office Supplies,1971.77
05/23/2019,Salaries & Benefits,1584.91
09/30/2019,Utilities,349.21
09/08/2019,Meals & Entertainment,348.38
02/23/2020,Utilities,117.58
02/23/2020,Rent,1137.60
07/13/2022,Salaries & Benefits,525.92
08/12/2022,Vehicle Lease,1622.54
06/22/2020,Meals & Entertainment,1779.55
08/16/2020,Rent,1847.71
12/21/2022,Vehicle Lease,1779.70
02/19/2022,Fuel,1484.40
09/19/2022,Vehicle Lease,101.21
02/02/2021,Fuel,1965.24
07/28/2021,Rent,1161.81
04/06/2021,Meals & Entertainment,537.47
04/29/2022,Fuel,1206.05
12/29/2020,Vehicle Lease,966.99
08/16/2022,Utilities,1453.58
09/24/2020,Fuel,1112.99
03/08/2022,Rent,865.22
02/22/2021,Vehicle Lease,330.44
11/12/2022,Rent,1946.32
03/09/2022,Rent,1416.79
01/04/2022,Rent,1874.30
12/07/2020,Office Supplies,1382.81
02/21/2022,Rent,1121.52
11/26/2019,Vehicle Lease,1502.07
11/29/2021,Utilities,288.83
07/14/2021,Vehicle Lease,1002.63
09/23/2021,Utilities,1574.86
11/21/2021,Salaries & Benefits,779.37
01/30/2022,Fuel,118.16
07/03/2021,Salaries & Benefits,1297.57
09/07/2022,Utilities,1990.65
10/27/2020,Vehicle Lease,1745.12
03/12/2020,Salaries & Benefits,179.70
05/01/2021,Rent,1594.78
02/15/2020,Salaries & Benefits,1460.20
09/20/2019,Vehicle Lease,1424.04
02/16/2022,Salaries & Benefits,335.32
04/21/2021,Fuel,1597.14
01/27/2022,Fuel,1488.99
05/09/2019,Fuel,927.21
10/13/2021,Vehicle Lease,1601.42
11/06/2020,Salaries & Benefits,1591.24
08/31/2019,Salaries & Benefits,1600.62
07/04/2021,Meals & Entertainment,385.20
01/28/2019,Vehicle Lease,1977.63
03/02/2021,Utilities,380.76
04/29/2019,Vehicle Lease,1482.33
03/22/2019,Meals & Entertainment,196.98
04/16/2019,Meals & Entertainment,1736.42
10/02/2021,Meals & Entertainment,495.57
05/04/2019,Vehicle Lease,1038.55
02/18/2019,Fuel,460.71
01/23/2021,Vehicle Lease,116.70
06/22/2019,Rent,1612.51
02/22/2020,Rent,400.66
03/12/2022,Salaries & Benefits,110.90
05/10/2020,Rent,1362.47
02/16/2020,Utilities,142.91
11/01/2022,Vehicle Lease,1204.06
06/25/2021,Salaries & Benefits,588.09
06/09/2020,Rent,1452.06
08/03/2021,Office Supplies,1104.86
03/27/2019,Vehicle Lease,109.93
09/29/2020,Utilities,290.14
06/15/2019,Office Supplies,1748.55
12/27/2019,Vehicle Lease,388.63
03/12/2021,Salaries & Benefits,1076.24
12/27/2020,Meals & Entertainment,672.52
08/13/2020,Fuel,1922.21
07/06/2019,Office Supplies,1727.60
01/17/2020,Utilities,846.74
11/19/2020,Salaries & Benefits,1409.33
04/29/2020,Meals & Entertainment,976.10
12/27/2022,Vehicle Lease,1887.60
12/10/2021,Office Supplies,1903.72
10/24/2019,Meals & Entertainment,177.31
12/08/2022,Vehicle Lease,365.99
05/31/2020,Rent,1250.92
08/18/2020,Utilities,987.04
11/15/2019,Rent,346.80
09/01/2020,Fuel,1623.45
12/11/2021,Salaries & Benefits,1408.52
10/31/2020,Utilities,655.44
11/12/2022,Office Supplies,264.57
08/30/2021,Utilities,1703.14
05/31/2019,Meals & Entertainment,604.33
03/07/2020,Rent,752.69
11/19/2019,Meals & Entertainment,503.27
05/07/2019,Meals & Entertainment,1597.97
02/24/2020,Utilities,1602.02
06/04/2020,Vehicle Lease,1029.41
07/12/2019,Meals & Entertainment,313.39
06/07/2022,Fuel,535.40
08/05/2019,Rent,1577.27
11/20/2021,Office Supplies,1160.90
